X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLES_IN_STREET
-8824418.264,5429596.151,80489599,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,25 to 29,None,<Null>,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11413,127
-8824418.264,5429596.151,80489600,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,80 to 84,Fatal,44,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11414,127
-8824418.264,5429596.151,80489601,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,60 to 64,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11415,127
-8824418.264,5429596.151,80489602,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11416,127
-8824418.264,5429596.151,80489603,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,35 to 39,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11417,127
-8824418.264,5429596.151,80489604,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,10 to 14,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11418,127
-8824418.264,5429596.151,80489605,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Passenger,10 to 14,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11419,127
-8834954.765,5412257.564,80251172,5001640604,2015,2015/09/22 04:00:00+00,1751,17,QUEEN ST E,BERKELEY ST,2 m West of,Major Arterial,Toronto and East York,13,51,43.655329,-79.365749,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,73,Moss Park (73),11420,73
-8834954.765,5412257.564,80251173,5001640604,2015,2015/09/22 04:00:00+00,1751,17,QUEEN ST E,BERKELEY ST,2 m West of,Major Arterial,Toronto and East York,13,51,43.655329,-79.365749,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,52,South,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,73,Moss Park (73),11421,73
-8818724.606,5426162.624,80251245,5001646824,2015,2015/09/23 04:00:00+00,1700,17,MARKHAM RD,DUNELM ST,165 m South of,Major Arterial,Scarborough,24,43,43.745635,-79.219951,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),11422,139
-8818724.606,5426162.624,80251246,5001646824,2015,2015/09/23 04:00:00+00,1700,17,MARKHAM RD,DUNELM ST,165 m South of,Major Arterial,Scarborough,24,43,43.745635,-79.219951,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),11423,139
-8818724.606,5426162.624,80251247,5001646824,2015,2015/09/23 04:00:00+00,1700,17,MARKHAM RD,DUNELM ST,165 m South of,Major Arterial,Scarborough,24,43,43.745635,-79.219951,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),11424,139
-8818724.606,5426162.624,80251248,5001646824,2015,2015/09/23 04:00:00+00,1700,17,MARKHAM RD,DUNELM ST,165 m South of,Major Arterial,Scarborough,24,43,43.745635,-79.219951,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),11425,139
-8818724.606,5426162.624,80251249,5001646824,2015,2015/09/23 04:00:00+00,1700,17,MARKHAM RD,DUNELM ST,165 m South of,Major Arterial,Scarborough,24,43,43.745635,-79.219951,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),11426,139
-8832175.006,5411978.31,80251330,5001652822,2015,2015/09/23 04:00:00+00,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,Major Arterial,Toronto and East York,14,55,43.653514,-79.340778,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,<Null>,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),11427,70
-8832175.006,5411978.31,80251331,5001652822,2015,2015/09/23 04:00:00+00,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,Major Arterial,Toronto and East York,14,55,43.653514,-79.340778,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,<Null>,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),11428,70
-8832175.006,5411978.31,80251332,5001652822,2015,2015/09/23 04:00:00+00,1715,17,BOOTH AVE,LAKE SHORE BLVD E,1 m North of,Major Arterial,Toronto and East York,14,55,43.653514,-79.340778,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,65 to 69,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),11429,70
-8817037.893,5434138.546,80631971,5001648538,2015,2015/09/23 04:00:00+00,2300,23,MILNER AVE,CINEMART DR,24 m  of,Minor Arterial,Scarborough,25,42,43.797373,-79.204799,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),11430,132
-8821559.579,5427688.735,80503039,5000922282,2015,2015/06/02 04:00:00+00,1233,12,LAWRENCE AVE E,MCCOWAN RD,<Null>,Major Arterial,Scarborough,"21,24",43,43.755538,-79.245418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,27,North,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,137,Woburn (137),11432,137
-8855805.017,5427955.056,80560881,5000667325,2015,2015/04/22 04:00:00+00,1715,17,130 TORYORK DR,<Null>,4 m South of,Collector,Etobicoke York,7,31,43.757266,-79.55305,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,<Null>,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,21,Humber Summit (21),11434,21
-8819321.612,5428347.154,80489832,5001670423,2015,2015/09/24 04:00:00+00,2230,22,MARKHAM RD,LAWRENCE AVE E,<Null>,Major Arterial,Scarborough,24,43,43.75981,-79.225314,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11435,137
-8821559.579,5427688.735,80503040,5000922282,2015,2015/06/02 04:00:00+00,1233,12,LAWRENCE AVE E,MCCOWAN RD,<Null>,Major Arterial,Scarborough,"21,24",43,43.755538,-79.245418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,80 to 84,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,137,Woburn (137),11436,137
-8819369.257,5436426.319,80236866,5000669908,2015,2015/04/23 04:00:00+00,648,6,NEILSON RD,CROW TRL,<Null>,Minor Arterial,Scarborough,"23,25",42,43.812205,-79.225742,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,132,Malvern (132),11437,132
-8819321.612,5428347.154,80489833,5001670423,2015,2015/09/24 04:00:00+00,2230,22,MARKHAM RD,LAWRENCE AVE E,<Null>,Major Arterial,Scarborough,24,43,43.75981,-79.225314,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,None,<Null>,North,Passenger Van,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11442,137
-8850066.275,5425855.213,80632019,5000924528,2015,2015/06/02 04:00:00+00,1854,18,SPENVALLEY DR,ARLETA AVE,<Null>,Collector,Etobicoke York,7,31,43.74364,-79.501498,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,25,Glenfield-Jane Heights (25),11443,25
-8850066.275,5425855.213,80632020,5000924528,2015,2015/06/02 04:00:00+00,1854,18,SPENVALLEY DR,ARLETA AVE,<Null>,Collector,Etobicoke York,7,31,43.74364,-79.501498,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,25,Glenfield-Jane Heights (25),11444,25
-8819369.257,5436426.319,80236867,5000669908,2015,2015/04/23 04:00:00+00,648,6,NEILSON RD,CROW TRL,<Null>,Minor Arterial,Scarborough,"23,25",42,43.812205,-79.225742,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,132,Malvern (132),11445,132
-8847394.384,5420084.109,80492256,5000001915,2015,2015/01/01 05:00:00+00,624,6,KEELE ST,COLVILLE RD,<Null>,Major Arterial,Etobicoke York,5,12,43.706175,-79.477496,Intersection,At Intersection,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,30,Brookhaven-Amesbury (30),11448,30
-8845771.457,5413220.786,80631972,5001660531,2015,2015/09/25 04:00:00+00,1943,19,HUMBERSIDE AVE,KEELE ST,<Null>,Major Arterial,Toronto and East York,4,11,43.661589,-79.462917,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,88,High Park North (88),11449,88
-8847394.384,5420084.109,80492257,5000001915,2015,2015/01/01 05:00:00+00,624,6,KEELE ST,COLVILLE RD,<Null>,Major Arterial,Etobicoke York,5,12,43.706175,-79.477496,Intersection,At Intersection,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,30,Brookhaven-Amesbury (30),11450,30
-8838120.024,5433780.902,80240420,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),11451,49
-8827184.442,5420473.717,80236875,5000670962,2015,2015/04/23 04:00:00+00,1018,10,VICTORIA PARK AVE,ST CLAIR AVE E,<Null>,Major Arterial,Toronto and East York,"19,20","41,54",43.708705,-79.295947,Intersection,At Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,85 to 89,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),11452,120
-8845771.457,5413220.786,80631973,5001660531,2015,2015/09/25 04:00:00+00,1943,19,HUMBERSIDE AVE,KEELE ST,<Null>,Major Arterial,Toronto and East York,4,11,43.661589,-79.462917,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,88,High Park North (88),11455,88
-8847394.384,5420084.109,80492258,5000001915,2015,2015/01/01 05:00:00+00,624,6,KEELE ST,COLVILLE RD,<Null>,Major Arterial,Etobicoke York,5,12,43.706175,-79.477496,Intersection,At Intersection,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,30,Brookhaven-Amesbury (30),11456,30
-8838120.024,5433780.902,80240421,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,None,<Null>,West,"Bus (Other) (Go Bus, Gray Coach)",Turning Left,Other,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),11457,49
-8827184.442,5420473.717,80236876,5000670962,2015,2015/04/23 04:00:00+00,1018,10,VICTORIA PARK AVE,ST CLAIR AVE E,<Null>,Major Arterial,Toronto and East York,"19,20","41,54",43.708705,-79.295947,Intersection,At Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),11458,120
-8838120.024,5433780.902,80240422,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),11459,49
-8845771.457,5413220.786,80631974,5001660531,2015,2015/09/25 04:00:00+00,1943,19,HUMBERSIDE AVE,KEELE ST,<Null>,Major Arterial,Toronto and East York,4,11,43.661589,-79.462917,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,65 to 69,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D11,88,High Park North (88),11462,88
-8834100.277,5415344.845,80236928,5000678140,2015,2015/04/24 04:00:00+00,1256,12,BROADVIEW AVE,DEARBOURNE AVE,6 m South of,Minor Arterial,Toronto and East York,14,55,43.675391,-79.358073,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D55,68,North Riverdale (68),11464,68
-8847137.125,5414645.646,80226921,5000006695,2015,2015/01/02 05:00:00+00,949,9,2211 ST CLAIR AVE W,<Null>,23 m East of,Major Arterial,Etobicoke York,5,"12,11",43.670848,-79.475185,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,<Null>,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,90,Junction Area (90),11465,90
-8821852.572,5424774.195,80632021,5000931328,2015,2015/06/03 04:00:00+00,2001,20,BRIMLEY RD,EGLINTON AVE E,<Null>,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Intersection,At Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,138,Eglinton East (138),11466,138
-8838055.57,5421739.669,80489769,5001660901,2015,2015/09/25 04:00:00+00,2058,20,MOUNT PLEASANT RD,STIBBARD AVE,25 m South of,Major Arterial,North York,15,53,43.716925,-79.393604,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),11469,99
-8834100.277,5415344.845,80236929,5000678140,2015,2015/04/24 04:00:00+00,1256,12,BROADVIEW AVE,DEARBOURNE AVE,6 m South of,Minor Arterial,Toronto and East York,14,55,43.675391,-79.358073,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,90 to 94,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D55,68,North Riverdale (68),11470,68
